Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
polln login,8,8,720,12,3.68,https://www.polln.com/pricing,4,0.08,14,0.02,51,"100, 81, 81, 54, 54, 81, 81, 67, 54, 81, 100, 67",2026-04-18 01:41:55,"Sitelinks, Video, Related searches","navigational, transactional",Organic
polln login,9,25,720,12,3.68,https://www.polln.com/condition/mental-health,4,0.08,14,0.02,51,"100, 81, 81, 54, 54, 81, 81, 67, 54, 81, 100, 67",2026-04-18 01:41:55,"Sitelinks, Video, Related searches","navigational, transactional",Organic
cannabis doctors australia,7,7,170,52,0,https://www.polln.com/,4,0.08,0,0,6400000,"13, 13, 16, 10, 13, 8, 16, 10, 10, 6, 6, 6",2026-03-25 13:03:42,"Local pack, Video, Image, Related searches",commercial,Organic
indica vs sativa vs hybrid,1,1,140,61,0,https://www.polln.com/library/sativa-vs-indica-vs-hybrid-cannabis-what-to-expect,4,0.08,0,0,150,"82, 100, 100, 82, 82, 64, 82, 64, 82, 82, 64, 52",2026-03-15 14:44:31,"Image pack, Sitelinks, Video, Video Carousel, Related searches, Short videos, Discussions and forums, AI overview","commercial, informational",AI overview
cannabis clinic australia,5,5,140,45,0,https://www.polln.com/,4,0.08,0,0,0,"34, 26, 34, 26, 26, 26, 80, 80, 80, 80, 100, 80",2026-03-15 13:37:43,"Local pack, Video, Related searches",commercial,Organic
how long does weed stay in bloodstream,1,1,140,60,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,4,0.08,0,0,170000000,"64, 82, 64, 82, 82, 82, 64, 82, 100, 64, 64, 100",2026-03-20 02:22:31,"Video, People also ask, Discussions and forums, AI overview",informational,AI overview
how long will thc stay in system,1,1,140,61,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,4,0.08,0,0,134,"66, 66, 52, 52, 66, 52, 52, 66, 80, 66, 100, 100",2026-03-15 18:33:33,"Sitelinks, Video, Discussions and forums, AI overview",informational,AI overview
does weed show up in a blood test,3,3,140,59,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,4,0.08,0,0,50300000,"66, 100, 52, 66, 80, 80, 66, 100, 80, 66, 80, 52",2026-03-14 23:42:58,"Discussions and forums, AI overview",informational,Organic
medical cannabis prescription sydney,2,2,90,8,0,https://www.polln.com/locations/sydney,3,0.06,0,0,138,"64, 7, 50, 100, 100",2026-03-17 07:37:49,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
how long does weed stay in your bloodstream,6,6,170,57,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,3,0.06,0,0,0,"53, 43, 66, 43, 2, 43, 35, 35, 53, 53, 53, 43",2026-03-06 21:55:46,"Video, Discussions and forums, AI overview",informational,Organic
medical cannabis sunshine coast,5,5,70,4,0,https://www.polln.com/locations/sunshine-coast,3,0.06,0,0.33,1320000,"7, 7, 9, 7, 5, 7, 7, 7, 2, 2, 9, 7",2026-03-27 16:37:56,"Knowledge panel, Video, Related searches, Discussions and forums",informational,Organic
how long does cannabis stay in your system for,15,15,1300,60,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,3,0.06,0,0,138,"36, 29, 29, 5, 8, 3, 0, 29, 2, 2, 100, 100",2026-03-10 09:10:04,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
medical marijuana brisbane,8,8,210,46,0,https://www.polln.com/locations/brisbane,3,0.06,0,0,145,"59, 9, 11, 11, 11, 9, 26, 26, 21, 26, 32, 26",2026-03-19 05:07:09,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
polln reviews,1,1,50,3,3.57,https://www.polln.com/,3,0.06,10,0.17,0,"17, 11, 17, 11, 41, 41, 100, 5, 29, 17, 0, 41",2026-03-14 08:23:16,"Sitelinks, Related searches, AI overview",commercial,AI overview
polln reviews,3,3,50,3,3.57,https://www.polln.com/,3,0.06,10,0.17,0,"17, 11, 17, 11, 41, 41, 100, 5, 29, 17, 0, 41",2026-03-14 08:23:16,"Sitelinks, Related searches, AI overview",commercial,Organic
alternative medicine australia,5,2,110,49,44.75,https://www.polln.com/,3,0.06,134,0.79,403000000,"29, 64, 41, 52, 41, 52, 64, 82, 64, 64, 100, 64",2026-04-09 00:13:57,"Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
schedule 9 drugs,1,1,110,25,0,https://www.polln.com/library/pharmacy-dispensing-limits-and-intervals,3,0.06,0,0,103,"33, 33, 66, 42, 42, 33, 42, 52, 42, 52, 100, 33",2026-03-26 00:20:13,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Image pack
what's the difference between sativa indica,1,0,90,68,0,https://www.polln.com/library/sativa-vs-indica-vs-hybrid-cannabis-what-to-expect,3,0.06,0,0,19200000,"78, 0, 78, 100, 100, 78, 78, 100, 0, 0, 0, 100",2026-04-20 19:13:50,"Image pack, Sitelinks, Video, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,People also ask
medicinal doctor near me,1,1,50,49,0,https://www.polln.com/,3,0.06,0,0.14,113,"81, 0, 27, 100, 0, 27, 9, 36, 9, 81, 63, 63",2026-03-26 10:10:45,"Local pack, Related searches",transactional,Organic
how to get medical marijuanas card australia 2024,6,13,140,54,63.89,https://www.polln.com/library/getting-access-to-prescription-natural-medicine-in-australia,3,0.06,191,0.77,92,"55, 24, 16, 8, 8, 5, 5, 3, 3, 3, 2, 5",2026-04-10 00:21:05,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
medical cannabis gold coast,8,26,140,19,0,https://www.polln.com/locations/gold-coast,3,0.06,0,0,2130000,"33, 33, 23, 23, 42, 23, 80, 100, 100, 80, 80, 80",2026-04-02 01:13:07,"Knowledge panel, Video, Related searches",informational,Organic
when do prescriptions expire australia,6,19,170,21,0,https://www.polln.com/faqs/do-my-prescriptions-expire,3,0.06,0,0,602000,"44, 35, 35, 28, 28, 23, 23, 23, 23, 23, 23, 18",2026-04-19 11:01:53,"Sitelinks, Featured snippet, People also ask, Related searches",informational,Organic
indica sativa difference,1,1,590,63,0,https://www.polln.com/library/sativa-vs-indica-vs-hybrid-cannabis-what-to-expect,3,0.06,0,0,6230000,"52, 20, 46, 37, 46, 37, 16, 16, 31, 11, 25, 25",2026-04-20 21:01:20,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,AI overview
clinic weed,6,9,90,44,71.13,https://www.polln.com/,3,0.06,213,0.3,51500000,"63, 63, 63, 63, 81, 81, 63, 81, 100, 100, 81, 81",2026-04-07 14:52:02,"Video, Related searches",commercial,Organic
sativa indica difference,1,0,720,61,0,https://www.polln.com/library/sativa-vs-indica-vs-hybrid-cannabis-what-to-expect,3,0.06,0,0,148,"76, 24, 55, 45, 100, 100, 24, 3, 1, 10, 76, 100",2026-04-04 10:55:12,"Image pack, Sitelinks, Video, Image, Related searches, Discussions and forums, AI overview",informational,AI overview
indica meaning,12,8,1300,50,0,https://www.polln.com/library/sativa-vs-indica-vs-hybrid-cannabis-what-to-expect,3,0.06,0,0,43300000,"3, 1, 1, 1, 1, 0, 100, 4, 2, 2, 1, 1",2026-03-27 18:30:02,"Knowledge panel, Image pack, Video, People also ask, Related searches",informational,Organic
medical marijuanas online,5,5,70,43,74.47,https://www.polln.com/,3,0.06,223,0.06,0,"15, 3, 21, 9, 6, 12, 21, 21, 21, 100, 21, 21",2026-03-19 04:04:07,Video,commercial,Organic
price of medical marijuanas,2,2,50,9,20.9,https://www.polln.com/library/how-much-does-medicinal-cannabis-cost-in-australia,3,0.06,62,0.22,45400000,"41, 11, 17, 100, 29, 17, 17, 23, 17, 29, 23, 29",2026-03-20 02:10:05,"Sitelinks, Video, Related searches, AI overview",informational,Organic
cost of medical marijuanas,4,2,110,34,20.9,https://www.polln.com/library/how-much-does-medicinal-cannabis-cost-in-australia,3,0.06,62,0.22,63400000,"52, 66, 52, 66, 100, 66, 52, 52, 33, 52, 52, 33",2026-04-29 09:02:36,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
medical cannabis doctors australia,4,0,50,,0,https://www.polln.com/,3,0.06,0,0,3450000,"9, 9, 19, 9, 9, 9, 23, 23, 23, 23, 100, 19",2026-04-14 22:15:53,"Knowledge panel, Video, Image, Related searches",informational,Organic
medical weed online,5,5,70,49,0,https://www.polln.com/,3,0.06,0,0,225,"36, 27, 45, 45, 81, 81, 100, 100, 100, 81, 81, 45",2026-03-21 17:51:31,"Video, Related searches",commercial,Organic
medicinal marijuanas brisbane,9,9,170,43,0,https://www.polln.com/locations/brisbane,3,0.06,0,0,150,"67, 1, 12, 12, 54, 29, 10, 15, 10, 12, 12, 10",2026-03-25 03:58:48,"Local pack, Video, Related searches",commercial,Organic
best medical cannabis australia,1,0,90,39,0,https://www.polln.com/,3,0.06,0,0,24000000,"0, 0, 0, 5, 23, 29, 82, 82, 82, 100, 100, 64",2026-04-11 22:30:20,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",commercial,AI overview
best cannabis clinic australia,1,1,110,49,0,https://www.polln.com/,3,0.06,0,0,3960000,"33, 19, 42, 33, 52, 100, 80, 80, 80, 66, 52, 52",2026-03-22 13:52:04,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,AI overview
how long thc stay in blood,6,6,140,54,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,3,0.06,0,0,122,"0, 0, 0, 0, 0, 81, 65, 81, 81, 81, 65, 65",2026-03-16 18:56:22,"Video, Discussions and forums, AI overview",informational,Organic
medical cannabis adelaide,6,6,140,39,0,https://www.polln.com/locations/adelaide,3,0.06,0,0,0,"34, 34, 26, 26, 26, 19, 65, 65, 65, 80, 100, 80",2026-03-10 22:31:31,"Local pack, Video, Related searches",commercial,Organic
aus medical weed,16,16,2400,58,60.24,https://www.polln.com/,3,0.06,180,0.48,206,"80, 80, 100, 80, 80, 66, 3, 36, 80, 66, 66, 66",2026-04-23 02:43:20,"Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
when do scripts expire,5,12,110,16,0,https://www.polln.com/faqs/do-my-prescriptions-expire,3,0.06,0,0.33,12800000,"100, 64, 64, 52, 52, 52, 41, 52, 100, 41, 41, 41",2026-04-16 11:46:41,"Sitelinks, Related searches, AI overview",informational,Organic
how long is weed in your system for,1,1,110,59,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,3,0.06,0,0,67600000,"23, 17, 35, 66, 35, 17, 12, 17, 17, 17, 17, 23",2026-03-20 17:21:28,"Video, People also ask, Discussions and forums, AI overview",informational,AI overview
online medical cannabis,4,0,50,47,0,https://www.polln.com/,3,0.06,0,0,113000000,"33, 44, 44, 11, 33, 33, 55, 100, 77, 100, 100, 100",2026-04-15 03:53:00,"Video, Related searches, Discussions and forums",commercial,Organic
indica vs sativa vs hybrid,5,5,140,61,0,https://www.polln.com/library/sativa-vs-indica-vs-hybrid-cannabis-what-to-expect,3,0.06,0,0,150,"82, 100, 100, 82, 82, 64, 82, 64, 82, 82, 64, 52",2026-03-15 14:44:31,"Image pack, Sitelinks, Video, Video Carousel, Related searches, Short videos, Discussions and forums, AI overview","commercial, informational",Organic
what is sativa,9,9,210,71,0,https://www.polln.com/library/sativa-vs-indica-vs-hybrid-cannabis-what-to-expect,3,0.06,0,0,0,"65, 80, 100, 100, 100, 65, 80, 80, 80, 80, 100, 100",2026-03-14 10:47:33,"Image pack, Video, Related searches, AI overview",informational,Organic
buy medical cannabinoids online,3,3,40,41,41.92,https://www.polln.com/,3,0.06,125,0.23,18600000,"63, 63, 36, 63, 81, 81, 18, 18, 18, 18, 18, 18",2026-04-19 20:33:14,"Video, Related searches",transactional,Organic
doctors who can prescribe cbd oil in adelaide,1,1,110,3,0,https://www.polln.com/practitioners/dr-joel-wren,3,0.06,0,0,92,"64, 100, 64, 52, 52, 52, 52, 52, 64, 64, 64, 52",2026-03-06 07:26:48,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,AI overview
doctors who can prescribe cbd oil in adelaide,3,3,110,3,0,https://www.polln.com/practitioners/dr-joel-wren,3,0.06,0,0,92,"64, 100, 64, 52, 52, 52, 52, 52, 64, 64, 64, 52",2026-03-06 07:26:48,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
drug schedules australia,4,4,260,35,0,https://www.polln.com/library/pharmacy-dispensing-limits-and-intervals,3,0.06,0,0,0,"14, 39, 39, 32, 32, 21, 21, 21, 26, 32, 21, 17",2026-03-16 03:37:33,"Image pack, Related searches, AI overview",informational,Image pack
volcano medic 2 australia,5,5,90,9,0,https://shop.polln.com/products/volcano-medic-2,3,0.06,0,0,174,"100, 100, 100, 100, 81, 100, 100, 81, 45, 81, 100, 63",2026-03-28 18:24:56,"Video, People also ask, Related searches","commercial, informational",Organic
medical cannabis clinic australia,2,2,110,42,0,https://www.polln.com/,3,0.06,0,0,4770000,"33, 23, 33, 42, 33, 33, 52, 66, 66, 80, 100, 80",2026-03-26 04:54:16,"Local pack, Video, Related searches, Discussions and forums",commercial,Organic
medical marijuana clinic,5,5,110,50,0,https://www.polln.com/,3,0.06,0,0,48500000,"2, 29, 29, 29, 29, 29, 29, 22, 14, 29, 29, 14",2026-03-30 03:24:39,"Local pack, Video, Image, Related searches",commercial,Organic
medical cannabis online consultation,4,0,50,46,0,https://www.polln.com/,3,0.06,0,0,10600000,"11, 11, 11, 22, 22, 22, 100, 100, 100, 77, 55, 77",2026-04-29 14:54:39,"Video, Image, Related searches",informational,Organic
medicinal cannabinoids sydney,9,9,170,37,0,https://www.polln.com/locations/sydney,3,0.06,0,0,8560000,"66, 35, 43, 53, 53, 53, 35, 43, 35, 43, 43, 43",2026-03-21 01:05:08,"Knowledge panel, Sitelinks, Video, Ads bottom, Related searches, AI overview",informational,Organic
med card,3,0,90,56,0,https://www.polln.com/faqs/how-do-i-get-a-medical-card-in-australia,3,0.06,0,0,2730000000,"65, 65, 100, 43, 65, 3, 3, 3, 0, 0, 3, 3",2026-04-29 14:01:42,"Sitelinks, People also ask, Related searches, AI overview",informational,Organic
vaporizing cannabis,12,5,2400,34,0,https://www.polln.com/library/ultimate-guide-to-vaping-medicinal-cannabis,3,0.06,0,0,23100000,"81, 44, 81, 100, 81, 100, 10, 44, 2, 1, 0, 2",2026-04-26 06:59:45,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
how long does marijuana stay in system driving,1,1,50,42,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,3,0.06,0,0,16200000,"11, 26, 53, 65, 15, 7, 7, 11, 15, 11, 3, 0",2026-03-26 10:05:27,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,AI overview
cannabis online,7,7,140,43,0,https://www.polln.com/,3,0.06,0,0,580000000,"35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35",2026-03-22 12:05:45,"Video, Discussions and forums",informational,Organic
vaporizing weed,14,63,1600,67,0,https://www.polln.com/library/ultimate-guide-to-vaping-medicinal-cannabis,2,0.04,0,0,8410000,"100, 54, 3, 3, 2, 4, 54, 54, 2, 2, 100, 65",2026-04-22 03:57:36,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
vape pen for weed,3,0,170,44,0,https://www.polln.com/library/ultimate-guide-to-vaping-medicinal-cannabis,2,0.04,0,0,17000000,"10, 6, 10, 14, 18, 18, 22, 18, 100, 66, 66, 66",2026-04-04 11:00:43,"Video, People also ask, Related searches",commercial,People also ask
indica hybrid,1,0,70,47,0,https://www.polln.com/library/sativa-vs-indica-vs-hybrid-cannabis-what-to-expect,2,0.04,0,0,26900000,"81, 63, 45, 63, 63, 63, 81, 100, 63, 81, 63, 100",2026-04-16 05:10:12,"Video, Video Carousel, People also ask, Related searches, Short videos, AI overview","commercial, informational",AI overview
how much does a weed cost,6,9,210,11,0,https://www.polln.com/library/how-much-does-medicinal-cannabis-cost-in-australia,2,0.04,0,0.01,167000000,"80, 80, 42, 100, 100, 80, 42, 80, 80, 65, 80, 65",2026-04-24 14:24:18,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
polln reviews,4,4,50,3,3.57,https://www.polln.com/pricing,2,0.04,7,0.17,0,"17, 11, 17, 11, 41, 41, 100, 5, 29, 17, 0, 41",2026-03-14 08:23:16,"Sitelinks, Related searches, AI overview",commercial,Organic
polln contact,1,0,90,14,4.26,https://www.polln.com/,2,0.04,8,0.13,52,"63, 100, 100, 63, 63, 63, 100, 81, 63, 100, 63, 81",2026-04-28 06:23:21,"Local pack, Related searches",navigational,Local pack
medicinal cannabis adelaide,8,4,110,51,0,https://www.polln.com/locations/adelaide,2,0.04,0,0,125,"66, 42, 52, 52, 80, 52, 42, 42, 52, 42, 66, 42",2026-04-07 19:58:03,"Local pack, Video, Related searches",commercial,Organic
for how long does weed stay in your system,15,15,1600,62,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,2,0.04,0,0,122000000,"24, 34, 44, 34, 34, 20, 30, 55, 55, 82, 82, 100",2026-04-02 17:14:33,"Video, People also ask, Short videos, Discussions and forums, AI overview",informational,Organic
medicinal cannabinoids adelaide,5,5,110,37,0,https://www.polln.com/locations/adelaide,2,0.04,0,0,0,"64, 82, 64, 82, 82, 64, 41, 52, 82, 41, 64, 52",2026-03-19 10:06:52,"Local pack, Video, Related searches, AI overview",informational,Organic
medical marijuanas vape,4,0,50,13,0,https://www.polln.com/library/ultimate-guide-to-vaping-medicinal-cannabis,2,0.04,0,0,6980000,"0, 0, 0, 0, 0, 0, 0, 0, 100, 82, 82, 82",2026-04-29 15:01:33,"Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
difference between sativa and indica,9,11,590,68,0,https://www.polln.com/library/sativa-vs-indica-vs-hybrid-cannabis-what-to-expect,2,0.04,0,0,21600000,"76, 55, 55, 36, 45, 24, 55, 45, 76, 24, 76, 30",2026-04-03 11:41:12,"Image pack, Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
how to get medical marijuanas card australia 2024,1,1,140,54,63.89,https://www.polln.com/library/getting-access-to-prescription-natural-medicine-in-australia,2,0.04,127,0.77,92,"55, 24, 16, 8, 8, 5, 5, 3, 3, 3, 2, 5",2026-04-10 00:21:05,"Video, Related searches, Discussions and forums, AI overview",informational,AI overview
indica,28,27,3600,65,0,https://www.polln.com/library/sativa-vs-indica-vs-hybrid-cannabis-what-to-expect,2,0.04,0,0,286000000,"54, 19, 15, 19, 15, 15, 100, 29, 23, 19, 15, 13",2026-04-26 11:23:25,"Knowledge panel, Video, Video Carousel, People also ask, Related searches",informational,Organic
medical cannabis australia,14,0,1600,65,0,https://www.polln.com/,2,0.04,0,0,34000000,"53, 29, 24, 18, 24, 29, 29, 24, 18, 24, 44, 35",2026-04-26 15:25:22,"Local pack, Video, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
